ProductID,ProductName,Category,Brand,Price,Rating,NumberOfReviews,StockQuantity,DiscountPercentage,WarrantyMonths,SoldUnits,DemandLevel
EOS-00573,Dell Creator Laptop A899,Laptop,Dell,954.13,4.0,164.0,120.0,2.0,36.0,601,High
EOS-00574,Sony 4K TV T583,TV,Sony,1044.42,3.2,124.0,194.0,1.0,12.0,469,Medium
EOS-00575,Belkin Mechanical Keyboard A825,Accessory,Belkin,192.57,3.6,246.0,107.0,22.0,12.0,98,Low
EOS-00576,Sennheiser Wireless Headphones C578,Headphones,Sennheiser,138.21,5.0,147.0,100.0,15.0,6.0,906,High
EOS-00577,Nikon DSLR Camera C394,Camera,Nikon,1972.08,4.0,119.0,89.0,16.0,36.0,458,Medium
EOS-00578,Garmin GPS Watch H375,Smartwatch,Garmin,182.55,4.4,72.0,130.0,16.0,24.0,588,Medium
EOS-00579,Motorola Pro Smartphone A803,Smartphone,Motorola,560.64,3.4,145.0,,10.0,12.0,520,Medium
EOS-00580,Samsung Pro Tablet N757,Tablet,Samsung,275.39,3.4,352.0,162.0,4.0,24.0,440,Medium
EOS-00581,LG OLED TV H356,TV,LG,957.28,4.4,526.0,71.0,12.0,36.0,417,Medium
EOS-00582,Google Smartphone A495,Smartphone,Google,949.92,4.0,65.0,113.0,5.0,24.0,344,Low
EOS-00583,Belkin Wireless Mouse P678,Accessory,Belkin,71.17,3.6,97.0,123.0,5.0,6.0,448,Medium
EOS-00584,Belkin USB-C Hub W985,Accessory,Belkin,121.97,4.8,249.0,259.0,26.0,12.0,501,Medium
EOS-00585,Lenovo Pro Tablet R606,Tablet,Lenovo,434.33,2.7,5124.0,161.0,32.0,24.0,468,Medium
EOS-00586,Samsung Mini Tablet T876,Tablet,Samsung,898.82,3.4,119.0,0.0,21.0,24.0,379,Low
EOS-00587,Samsung Smartphone E517,Smartphone,Samsung,342.36,3.4,197.0,181.0,7.0,24.0,495,Medium
EOS-00588,Samsung GPS Watch O855,Smartwatch,Samsung,512.69,3.8,61.0,162.0,0.0,24.0,318,Low
EOS-00589,Sony QLED TV J159,TV,Sony,614.02,3.8,130.0,87.0,10.0,24.0,473,Medium
EOS-00590,Microsoft VR Bundle Y649,Gaming Console,Microsoft,393.03,4.1,325.0,183.0,15.0,24.0,628,High
EOS-00591,MSI Gaming Laptop E933,Laptop,MSI,2591.54,4.0,109.0,45.0,21.0,12.0,354,Low
EOS-00592,Apple Pro Smartphone F962,Smartphone,Apple,1471.41,3.8,165.0,180.0,18.0,12.0,479,Medium
EOS-00593,Google Budget Phone F516,Smartphone,Google,263.27,5.0,94.0,131.0,27.0,24.0,629,High
EOS-00594,Dell Curved Monitor M701,Monitor,Dell,200.15,4.0,198.0,197.0,10.0,24.0,392,Low
EOS-00595,Lenovo Gaming Laptop L971,Laptop,Lenovo,1415.61,4.7,294.0,191.0,25.0,12.0,445,Medium
EOS-00596,Sony Vlogging Camera X580,Camera,Sony,460.71,4.5,97.0,216.0,0.0,36.0,551,Medium
EOS-00597,Samsung OLED TV S267,TV,Samsung,1988.4,3.9,134.0,154.0,21.0,12.0,431,Medium
EOS-00598,Samsung 5G Phone V202,Smartphone,Samsung,563.47,4.1,55.0,31.0,22.0,24.0,409,Medium
EOS-00599,JBL Noise Cancelling Headphones N388,Headphones,JBL,110.39,3.6,97.0,140.0,12.0,6.0,654,High
EOS-00600,Motorola 5G Phone W249,Smartphone,Motorola,717.1,3.2,261.0,193.0,12.0,24.0,603,High
EOS-00601,Sony Wireless Headphones H127,Headphones,Sony,208.47,4.7,164.0,189.0,17.0,24.0,403,Medium
EOS-00602,Dell Gaming Monitor O173,Monitor,Dell,616.98,4.0,250.0,141.0,0.0,24.0,444,Medium
EOS-00603,OnePlus 5G Phone Y741,Smartphone,OnePlus,1107.07,4.2,137.0,135.0,12.0,24.0,392,Low
EOS-00604,Samsung Curved Monitor E368,Monitor,Samsung,729.56,3.5,95.0,54.0,27.0,36.0,477,Medium
EOS-00605,Samsung Foldable Phone C475,Smartphone,Samsung,863.15,4.5,245.0,135.0,8.0,12.0,627,High
EOS-00606,Asus Creator Laptop A642,Laptop,Asus,732.29,4.1,108.0,26.0,0.0,36.0,438,Medium
EOS-00607,Valve Console Bundle N828,Gaming Console,Valve,365.72,4.3,130.0,137.0,0.0,24.0,497,Medium
EOS-00608,Hisense OLED TV C214,TV,Hisense,921.41,4.2,317.0,132.0,37.0,,553,Medium
EOS-00609,Sony Wireless Headphones T890,Headphones,Sony,195.33,3.3,201.0,94.0,3.0,12.0,349,Low
EOS-00610,Apple Earbuds C780,Headphones,Apple,114.55,4.8,61.0,212.0,28.0,6.0,638,High
EOS-00611,Lenovo Tablet M864,Tablet,Lenovo,624.52,5.0,207.0,177.0,0.0,24.0,380,Low
EOS-00612,GoPro Mirrorless Camera M405,Camera,GoPro,1651.78,3.5,105.0,132.0,0.0,12.0,430,Medium
EOS-00613,Microsoft Console Bundle J251,Gaming Console,Microsoft,256.84,3.9,195.0,148.0,12.0,24.0,550,Medium
EOS-00614,Apple Kids Tablet U749,Tablet,Apple,448.74,4.0,106.0,2.0,6.0,24.0,532,Medium
EOS-00615,Sony QLED TV A127,TV,Sony,1241.16,3.3,131.0,110.0,0.0,36.0,603,High
EOS-00616,Fujifilm DSLR Camera O586,Camera,Fujifilm,802.04,3.4,313.0,304.0,10.0,24.0,579,Medium
EOS-00617,Apple Wireless Headphones E724,Headphones,Apple,99.47,3.3,234.0,133.0,21.0,6.0,565,Medium
EOS-00618,Huawei Drawing Tablet Y912,Tablet,Huawei,451.52,2.8,155.0,57.0,16.0,24.0,392,Low
EOS-00619,Samsung Fitness Watch B591,Smartwatch,Samsung,549.24,4.0,158.0,162.0,31.0,24.0,545,Medium
EOS-00620,LG Ultrawide Monitor X463,Monitor,LG,,3.4,23.0,112.0,14.0,12.0,423,Medium
EOS-00621,Canon Mirrorless Camera Y613,Camera,Canon,1077.5,3.2,139.0,122.0,6.0,12.0,336,Low
EOS-00622,Nintendo Console Bundle O296,Gaming Console,Nintendo,379.69,4.1,390.0,66.0,48.0,24.0,412,Medium
EOS-00623,Asus 4K Monitor H456,Monitor,Asus,351.65,3.7,46.0,77.0,11.0,36.0,481,Medium
EOS-00624,Samsung 4K Monitor T592,Monitor,Samsung,276.45,4.3,116.0,203.0,6.0,36.0,707,High
EOS-00625,Sony Mini LED TV C943,TV,Sony,1314.25,3.6,317.0,100.0,21.0,36.0,573,Medium
EOS-00626,Garmin Hybrid Watch D761,Smartwatch,Garmin,316.1,2.7,58.0,21.0,11.0,24.0,455,Medium
EOS-00627,Xiaomi Budget Phone B281,Smartphone,Xiaomi,553.55,4.6,77.0,18.0,20.0,12.0,599,Medium
EOS-00628,Sony Console Bundle D479,Gaming Console,Sony,283.38,3.7,327.0,58.0,17.0,,581,Medium
EOS-00629,Fitbit Sports Watch Z443,Smartwatch,Fitbit,264.03,4.2,206.0,115.0,13.0,24.0,399,Low
EOS-00630,TCL OLED TV L958,TV,TCL,1106.71,4.1,99.0,195.0,0.0,24.0,489,Medium
EOS-00631,Apple Foldable Phone P792,Smartphone,Apple,423.61,3.6,282.0,151.0,16.0,24.0,580,Medium
EOS-00632,OnePlus 5G Phone M300,Smartphone,OnePlus,181.01,4.2,201.0,93.0,32.0,12.0,706,High
EOS-00633,Nintendo Gaming Console L428,Gaming Console,Nintendo,191.94,4.9,200.0,348.0,18.0,12.0,509,Medium
EOS-00634,Panasonic Action Camera L803,Camera,Panasonic,525.3,4.9,184.0,183.0,20.0,12.0,650,High
EOS-00635,Meta Retro Console X629,Gaming Console,Meta,341.1,4.8,102.0,158.0,7.0,24.0,469,Medium
EOS-00636,Sony Wireless Headphones X363,Headphones,Sony,279.88,4.3,7.0,90.0,20.0,6.0,362,Low
EOS-00637,Samsung Mini LED TV J484,TV,Samsung,2037.32,4.5,234.0,208.0,9.0,36.0,311,Low
EOS-00638,OnePlus Pro Smartphone S984,Smartphone,OnePlus,625.81,3.8,144.0,129.0,2.0,24.0,543,Medium
EOS-00639,Samsung Mini LED TV N676,TV,Samsung,979.38,4.4,,259.0,14.0,24.0,598,Medium
EOS-00640,Huawei Drawing Tablet M643,Tablet,Huawei,859.93,4.5,123.0,182.0,11.0,12.0,385,Low
EOS-00641,Fitbit Fitness Watch I646,Smartwatch,Fitbit,289.28,3.8,292.0,103.0,9.0,12.0,633,High
EOS-00642,Nintendo Console Bundle D329,Gaming Console,Nintendo,321.19,4.5,45.0,161.0,29.0,24.0,626,High
EOS-00643,LG Smart TV I139,TV,LG,1238.97,4.0,229.0,52.0,10.0,24.0,442,Medium
EOS-00644,Huawei Smartwatch V883,Smartwatch,Huawei,246.78,4.6,135.0,194.0,40.0,24.0,776,High
EOS-00645,MSI Ultrabook M860,Laptop,MSI,,3.3,128.0,101.0,6.0,12.0,294,Low
EOS-00646,Amazfit Fitness Watch D689,Smartwatch,Amazfit,351.57,4.3,179.0,147.0,9.0,12.0,610,High
EOS-00647,Samsung Tablet F264,Tablet,Samsung,379.06,4.4,100.0,0.0,11.0,12.0,633,High
EOS-00648,Microsoft Mechanical Keyboard H243,Accessory,Microsoft,,4.6,376.0,79.0,1.0,12.0,598,Medium
EOS-00649,Logitech Mechanical Keyboard D706,Accessory,Logitech,110.97,2.9,116.0,114.0,32.0,24.0,344,Low
EOS-00650,Valve Gaming Console O815,Gaming Console,Valve,742.04,3.5,300.0,128.0,21.0,12.0,280,Low
EOS-00651,Canon Action Camera H110,Camera,Canon,1444.27,4.3,47.0,81.0,17.0,24.0,462,Medium
EOS-00652,Xiaomi 5G Phone X387,Smartphone,Xiaomi,464.99,2.9,164.0,89.0,20.0,12.0,518,Medium
EOS-00653,Apple Smartphone G287,Smartphone,Apple,1031.64,3.7,124.0,123.0,1.0,12.0,299,Low
EOS-00654,Huawei Sports Watch A458,Smartwatch,Huawei,289.87,3.9,57.0,114.0,22.0,12.0,427,Medium
EOS-00655,Meta Handheld Console F207,Gaming Console,Meta,638.13,3.3,94.0,173.0,4.0,12.0,326,Low
EOS-00656,Xiaomi 5G Phone M296,Smartphone,Xiaomi,321.14,4.5,49.0,138.0,19.0,24.0,411,Medium
EOS-00657,Dell Office Monitor P618,Monitor,Dell,709.68,3.4,206.0,131.0,26.0,36.0,464,Medium
EOS-00658,OnePlus Pro Smartphone G721,Smartphone,OnePlus,,3.8,508.0,149.0,21.0,24.0,288,Low
EOS-00659,Huawei GPS Watch I894,Smartwatch,Huawei,,2.7,129.0,194.0,26.0,12.0,354,Low
EOS-00660,Corsair USB-C Hub F109,Accessory,Corsair,224.81,3.1,110.0,142.0,15.0,24.0,297,Low
EOS-00661,Garmin GPS Watch H500,Smartwatch,Garmin,181.22,4.0,131.0,191.0,14.0,24.0,510,Medium
EOS-00662,HP Creator Laptop Z670,Laptop,HP,1011.08,4.3,76.0,89.0,25.0,12.0,518,Medium
EOS-00663,Google Smartphone P764,Smartphone,Google,318.47,4.3,148.0,102.0,7.0,,388,Low
EOS-00664,Motorola Budget Phone Z132,Smartphone,Motorola,468.23,4.5,301.0,77.0,23.0,12.0,386,Low
EOS-00665,Sony Mini LED TV A764,TV,Sony,1162.04,3.1,58.0,82.0,16.0,36.0,591,Medium
EOS-00666,Huawei Hybrid Watch I799,Smartwatch,Huawei,268.82,3.1,150.0,0.0,35.0,24.0,440,Medium
EOS-00667,Panasonic DSLR Camera L383,Camera,Panasonic,770.89,4.2,224.0,123.0,21.0,24.0,539,Medium
EOS-00668,Apple Foldable Phone G297,Smartphone,Apple,492.57,4.7,41.0,128.0,18.0,24.0,404,Medium
EOS-00669,Fitbit Fitness Watch X375,Smartwatch,Fitbit,117.44,3.2,504.0,229.0,3.0,12.0,482,Medium
EOS-00670,JBL Studio Headphones R969,Headphones,JBL,140.37,4.4,396.0,251.0,7.0,12.0,461,Medium
EOS-00671,Nikon Vlogging Camera O546,Camera,Nikon,1155.22,4.1,141.0,123.0,10.0,24.0,611,High
EOS-00672,Sony Retro Console R236,Gaming Console,Sony,943.49,,200.0,153.0,29.0,12.0,292,Low
EOS-00673,Google Budget Phone P848,Smartphone,Google,545.6,3.1,198.0,140.0,0.0,12.0,571,Medium
EOS-00674,Samsung Smartphone B471,Smartphone,Samsung,1164.79,3.2,246.0,64.0,22.0,12.0,455,Medium
EOS-00675,Samsung QLED TV E389,TV,Samsung,1594.81,4.1,,120.0,0.0,36.0,523,Medium
EOS-00676,Hisense 4K TV J133,TV,Hisense,988.26,4.2,3.0,207.0,27.0,12.0,549,Medium
EOS-00677,Sony Studio Headphones D476,Headphones,Sony,119.12,4.7,385.0,101.0,3.0,12.0,614,High
EOS-00678,TCL OLED TV Z694,TV,TCL,1662.75,4.8,407.0,33.0,17.0,36.0,457,Medium
EOS-00679,Apple Studio Headphones T449,Headphones,Apple,113.85,3.5,327.0,116.0,14.0,6.0,590,Medium
EOS-00680,Huawei Drawing Tablet G197,Tablet,Huawei,753.62,4.4,238.0,39.0,7.0,24.0,411,Medium
EOS-00681,Samsung OLED TV K369,TV,Samsung,725.73,4.7,144.0,,27.0,24.0,520,Medium
EOS-00682,HP Creator Laptop I799,Laptop,HP,1687.66,3.7,216.0,35.0,24.0,12.0,481,Medium
EOS-00683,AOC Office Monitor F355,Monitor,AOC,930.79,4.7,264.0,72.0,12.0,12.0,434,Medium
EOS-00684,Samsung Gaming Monitor C768,Monitor,Samsung,650.22,4.8,220.0,163.0,26.0,36.0,522,Medium
EOS-00685,Dell Ultrabook B822,Laptop,Dell,1451.55,3.9,82.0,154.0,2.0,36.0,322,Low
EOS-00686,Samsung 4K Monitor M345,Monitor,,315.01,4.4,538.0,127.0,1.0,12.0,463,Medium
EOS-00687,Bose Wireless Headphones Q634,Headphones,Bose,196.97,3.3,86.0,116.0,37.0,12.0,375,Low
EOS-00688,Sony Gaming Headset Z698,Headphones,Sony,349.26,3.4,233.0,172.0,35.0,24.0,416,Medium
EOS-00689,Philips Mini LED TV Z877,TV,Philips,785.19,4.0,193.0,164.0,5.0,36.0,401,Medium
EOS-00690,Philips OLED TV R307,TV,Philips,1250.3,3.9,223.0,39.0,19.0,36.0,486,Medium
EOS-00691,Asus Ultrawide Monitor R506,Monitor,Asus,352.9,5.0,271.0,170.0,0.0,24.0,606,High
EOS-00692,Panasonic Instant Camera T928,Camera,Panasonic,913.55,3.8,107.0,158.0,17.0,12.0,444,Medium
EOS-00693,Dell 2-in-1 Laptop L588,Laptop,Dell,1345.91,3.4,342.0,83.0,12.0,12.0,541,Medium
EOS-00694,Apple GPS Watch X375,Smartwatch,Apple,343.69,4.2,35.0,126.0,16.0,24.0,588,Medium
EOS-00695,Valve Retro Console K616,Gaming Console,,467.68,4.3,697.0,209.0,11.0,24.0,550,Medium
EOS-00696,Garmin Hybrid Watch U906,Smartwatch,Garmin,266.23,3.9,243.0,59.0,24.0,24.0,539,Medium
EOS-00697,Apple GPS Watch E359,Smartwatch,Apple,413.86,3.5,141.0,94.0,9.0,24.0,421,Medium
EOS-00698,Apple Foldable Phone Y998,Smartphone,Apple,314.09,4.3,100.0,39.0,16.0,24.0,450,Medium
EOS-00699,Asus Ultrabook Q482,Laptop,Asus,3013.34,4.3,239.0,0.0,23.0,36.0,392,Low
EOS-00700,Motorola Foldable Phone Y574,Smartphone,Motorola,347.58,5.0,336.0,211.0,13.0,12.0,834,High
EOS-00701,Philips Smart TV O885,TV,Philips,550.81,4.5,33.0,70.0,0.0,36.0,561,Medium
EOS-00702,Microsoft Pro Tablet W277,Tablet,Microsoft,1022.57,2.8,444.0,136.0,5.0,24.0,350,Low
EOS-00703,Fujifilm DSLR Camera Y198,Camera,Fujifilm,776.01,4.2,65.0,96.0,16.0,24.0,568,Medium
EOS-00704,Samsung GPS Watch A420,Smartwatch,Samsung,748.5,2.9,139.0,75.0,12.0,24.0,395,Low
EOS-00705,Lenovo Business Notebook U679,Laptop,Lenovo,871.86,3.9,55.0,102.0,6.0,12.0,466,Medium
EOS-00706,Samsung Budget Phone T444,Smartphone,,633.87,4.3,169.0,137.0,0.0,,536,Medium
EOS-00707,Motorola 5G Phone S844,Smartphone,Motorola,796.85,3.8,276.0,201.0,20.0,12.0,462,Medium
EOS-00708,Samsung Sports Watch N562,Smartwatch,Samsung,321.64,4.1,428.0,135.0,17.0,24.0,531,Medium
EOS-00709,HP Ultrabook I471,Laptop,HP,1888.45,4.0,65.0,232.0,18.0,12.0,588,Medium
EOS-00710,Samsung Pro Tablet F541,Tablet,Samsung,764.59,3.7,62.0,110.0,18.0,24.0,299,Low
EOS-00711,JBL Earbuds R305,Headphones,JBL,86.51,3.9,241.0,74.0,0.0,6.0,588,Medium
EOS-00712,Meta Retro Console S180,Gaming Console,Meta,413.09,3.1,172.0,39.0,,24.0,474,Medium
EOS-00713,Fitbit GPS Watch I300,Smartwatch,Fitbit,298.76,3.8,87.0,149.0,39.0,12.0,524,Medium
EOS-00714,Google Budget Phone I181,Smartphone,,1159.02,4.4,153.0,77.0,0.0,24.0,373,Low
EOS-00715,Acer Creator Laptop A496,Laptop,Acer,717.73,3.8,116.0,194.0,0.0,36.0,514,Medium
EOS-00716,Corsair Mechanical Keyboard J777,Accessory,Corsair,86.38,3.8,391.0,126.0,44.0,24.0,648,High
EOS-00717,Meta VR Bundle Q812,Gaming Console,Meta,394.06,3.7,187.0,214.0,18.0,24.0,417,Medium
EOS-00718,Sony 4K TV K112,TV,Sony,1005.54,5.0,160.0,144.0,17.0,24.0,768,High
EOS-00719,Samsung Budget Phone R543,Smartphone,Samsung,559.73,3.7,289.0,98.0,17.0,,453,Medium
EOS-00720,Samsung OLED TV E222,TV,Samsung,,4.3,20.0,0.0,20.0,36.0,654,High
EOS-00721,Canon Vlogging Camera R626,Camera,Canon,630.12,3.3,137.0,171.0,6.0,24.0,281,Low
EOS-00722,Apple 5G Phone K933,Smartphone,Apple,556.74,3.9,151.0,140.0,11.0,12.0,497,Medium
EOS-00723,Samsung Curved Monitor Z179,Monitor,Samsung,1193.91,3.3,114.0,283.0,8.0,36.0,300,Low
EOS-00724,Fujifilm Action Camera T614,Camera,Fujifilm,1008.95,4.0,294.0,116.0,24.0,12.0,515,Medium
EOS-00725,JBL Gaming Headset C116,Headphones,JBL,171.77,4.8,81.0,84.0,17.0,6.0,580,Medium
EOS-00726,Microsoft Retro Console P110,Gaming Console,Microsoft,289.64,3.0,210.0,120.0,21.0,24.0,477,Medium
EOS-00727,Apple Budget Phone F547,Smartphone,Apple,346.41,4.1,56.0,174.0,23.0,,577,Medium
EOS-00728,Apple Sports Watch W349,Smartwatch,Apple,301.89,3.9,213.0,132.0,24.0,12.0,528,Medium
EOS-00729,Canon DSLR Camera A278,Camera,Canon,272.68,3.8,44.0,140.0,23.0,36.0,739,High
EOS-00730,Asus Business Notebook G919,Laptop,Asus,1028.79,4.3,67.0,118.0,9.0,24.0,654,High
EOS-00731,Valve Retro Console L276,Gaming Console,Valve,201.66,3.3,150.0,87.0,9.0,12.0,515,Medium
EOS-00732,Sony Smart TV K884,TV,Sony,,4.1,82.0,89.0,32.0,36.0,338,Low
EOS-00733,Samsung Budget Phone D337,Smartphone,Samsung,912.34,4.4,343.0,152.0,0.0,24.0,468,Medium
EOS-00734,Nintendo Handheld Console S749,Gaming Console,Nintendo,537.57,4.8,96.0,160.0,15.0,12.0,342,Low
EOS-00735,Hisense OLED TV Q474,TV,Hisense,1233.26,2.8,25.0,267.0,6.0,24.0,356,Low
EOS-00736,Corsair Power Bank N362,Accessory,Corsair,164.05,4.0,303.0,228.0,18.0,6.0,399,Low
EOS-00737,Amazfit Smartwatch O921,Smartwatch,Amazfit,287.49,3.2,30.0,173.0,1.0,12.0,410,Medium
EOS-00738,Google Smartphone J544,Smartphone,Google,512.92,4.2,409.0,34.0,10.0,24.0,741,High
EOS-00739,Apple Creator Laptop S237,Laptop,Apple,2098.48,4.6,205.0,183.0,24.0,36.0,527,Medium
EOS-00740,Canon Instant Camera K126,Camera,Canon,1151.55,4.3,99.0,159.0,21.0,36.0,453,Medium
EOS-00741,Acer Ultrabook C365,Laptop,Acer,1703.44,4.2,121.0,183.0,1.0,36.0,341,Low
EOS-00742,HP Business Notebook D447,Laptop,HP,720.79,4.8,55.0,139.0,10.0,36.0,397,Low
EOS-00743,Belkin Power Bank U262,Accessory,Belkin,155.25,4.6,133.0,157.0,32.0,24.0,404,Medium
EOS-00744,Xiaomi Smartphone P609,Smartphone,Xiaomi,353.98,4.5,106.0,236.0,20.0,24.0,651,High
EOS-00745,Nintendo Retro Console R637,Gaming Console,Nintendo,297.96,3.7,369.0,0.0,21.0,12.0,496,Medium
EOS-00746,Huawei Fitness Watch L439,Smartwatch,Huawei,251.56,4.0,63.0,164.0,36.0,12.0,632,High
EOS-00747,Samsung GPS Watch M763,Smartwatch,Samsung,180.48,4.4,222.0,192.0,30.0,12.0,706,High
EOS-00748,Sony Studio Headphones L229,Headphones,Sony,328.96,4.1,287.0,95.0,0.0,24.0,217,Low
EOS-00749,Corsair USB-C Hub G198,Accessory,Corsair,112.02,4.3,127.0,169.0,22.0,12.0,409,Medium
EOS-00750,Fujifilm DSLR Camera I151,Camera,Fujifilm,861.23,3.6,269.0,60.0,11.0,36.0,408,Medium
EOS-00751,Dell Gaming Laptop I141,Laptop,Dell,450.0,4.0,308.0,69.0,36.0,12.0,555,Medium
EOS-00752,Dell Gaming Monitor R337,Monitor,Dell,288.63,4.5,212.0,0.0,27.0,12.0,481,Medium
EOS-00753,BenQ Ultrawide Monitor Z214,Monitor,BenQ,1238.15,4.6,115.0,155.0,1.0,24.0,269,Low
EOS-00754,Hisense OLED TV P351,TV,Hisense,1283.76,4.1,19.0,162.0,17.0,24.0,500,Medium
EOS-00755,Huawei Pro Tablet M312,Tablet,Huawei,302.25,3.4,245.0,98.0,32.0,24.0,439,Medium
EOS-00756,Corsair Mechanical Keyboard J893,Accessory,Corsair,90.79,3.4,160.0,213.0,47.0,24.0,273,Low
EOS-00757,Apple Mini Tablet R789,Tablet,Apple,400.58,4.4,377.0,101.0,15.0,12.0,543,Medium
EOS-00758,HP Business Notebook H269,Laptop,HP,2042.41,3.4,214.0,157.0,23.0,12.0,583,Medium
EOS-00759,Apple Studio Headphones J282,Headphones,Apple,350.1,3.2,354.0,90.0,21.0,24.0,262,Low
EOS-00760,Sennheiser Studio Headphones L372,Headphones,Sennheiser,450.0,4.2,82.0,107.0,3.0,12.0,299,Low
EOS-00761,Apple Creator Laptop T305,Laptop,Apple,1622.13,4.5,337.0,203.0,7.0,12.0,687,High
EOS-00762,Sony Wireless Headphones E175,Headphones,Sony,48.02,4.3,297.0,99.0,2.0,12.0,469,Medium
EOS-00763,OnePlus Foldable Phone K803,Smartphone,OnePlus,1379.0,3.8,190.0,88.0,0.0,12.0,250,Low
EOS-00764,Asus 4K Monitor Y826,Monitor,Asus,286.51,3.9,300.0,126.0,32.0,12.0,535,Medium
EOS-00765,Sony Console Bundle C886,Gaming Console,Sony,203.6,4.1,136.0,188.0,20.0,24.0,546,Medium
EOS-00766,Sony Mirrorless Camera B860,Camera,Sony,952.78,3.5,197.0,84.0,20.0,24.0,464,Medium
EOS-00767,Samsung Office Monitor F712,Monitor,Samsung,552.52,3.6,104.0,58.0,12.0,36.0,374,Low
EOS-00768,LG OLED TV I131,TV,LG,558.03,4.2,301.0,100.0,3.0,24.0,575,Medium
EOS-00769,Sony 4K TV V119,TV,Sony,1545.01,4.1,161.0,86.0,30.0,24.0,693,High
EOS-00770,Apple Tablet E978,Tablet,Apple,318.95,3.8,310.0,55.0,13.0,24.0,687,High
EOS-00771,Sony Vlogging Camera V671,Camera,Sony,834.31,4.6,31.0,203.0,33.0,36.0,517,Medium
EOS-00772,Fitbit Sports Watch M649,Smartwatch,Fitbit,246.59,2.9,47.0,0.0,11.0,12.0,733,High
EOS-00773,AOC Office Monitor O955,Monitor,AOC,594.91,3.5,118.0,97.0,11.0,24.0,241,Low
EOS-00774,Apple Budget Phone L582,Smartphone,Apple,875.11,4.7,42.0,30.0,30.0,24.0,415,Medium
EOS-00775,Fitbit Fitness Watch E438,Smartwatch,Fitbit,283.52,3.6,52.0,49.0,9.0,24.0,606,High
EOS-00776,Anker Wireless Mouse G410,Accessory,Anker,125.1,4.4,132.0,77.0,22.0,12.0,527,Medium
EOS-00777,Apple Smartphone E810,Smartphone,Apple,1063.74,5.0,326.0,174.0,23.0,24.0,399,Low
EOS-00778,Samsung Drawing Tablet Z976,Tablet,Samsung,612.47,4.0,363.0,294.0,0.0,24.0,368,Low
EOS-00779,Canon Mirrorless Camera N649,Camera,Canon,673.08,4.2,117.0,117.0,3.0,12.0,390,Low
EOS-00780,Razer Wireless Mouse F178,Accessory,Razer,163.62,4.1,144.0,183.0,14.0,12.0,306,Low
EOS-00781,Nikon Vlogging Camera L858,Camera,Nikon,981.89,4.6,69.0,122.0,3.0,12.0,429,Medium
EOS-00782,Apple Business Notebook N370,Laptop,Apple,1010.5,3.3,157.0,58.0,12.0,24.0,450,Medium
EOS-00783,Microsoft Mechanical Keyboard J134,Accessory,Microsoft,124.07,3.0,41.0,281.0,35.0,,301,Low
EOS-00784,Philips Smart TV S355,TV,Philips,1340.18,3.7,265.0,135.0,4.0,12.0,395,Low
EOS-00785,Garmin Hybrid Watch R109,Smartwatch,Garmin,254.89,3.9,80.0,110.0,7.0,12.0,473,Medium
EOS-00786,Dell Ultrabook R299,Laptop,Dell,1053.46,3.3,195.0,105.0,,12.0,283,Low
EOS-00787,OnePlus Budget Phone V365,Smartphone,OnePlus,436.57,4.7,245.0,111.0,17.0,24.0,531,Medium
EOS-00788,Bose Studio Headphones M612,Headphones,Bose,92.36,4.5,216.0,137.0,25.0,24.0,528,Medium
EOS-00789,Apple GPS Watch N226,Smartwatch,Apple,900.0,3.2,280.0,139.0,45.0,12.0,291,Low
EOS-00790,Samsung Smart TV E982,TV,Samsung,1677.74,3.3,26.0,20.0,33.0,24.0,375,Low
EOS-00791,Corsair Webcam G890,Accessory,Corsair,55.22,3.9,127.0,204.0,23.0,6.0,446,Medium
EOS-00792,MSI Business Notebook W170,Laptop,MSI,3017.01,3.6,148.0,,4.0,36.0,223,Low
EOS-00793,Acer Creator Laptop Y824,Laptop,Acer,1019.47,4.5,174.0,29.0,1.0,36.0,663,High
EOS-00794,Apple Smartphone Z342,Smartphone,Apple,398.27,4.3,120.0,217.0,30.0,12.0,591,Medium
EOS-00795,Microsoft Wireless Mouse H706,Accessory,,97.53,4.1,431.0,258.0,12.0,12.0,325,Low
EOS-00796,Garmin Smartwatch J388,Smartwatch,Garmin,524.78,3.6,121.0,102.0,45.0,24.0,393,Low
EOS-00797,TCL 4K TV Y673,TV,TCL,1586.72,3.5,67.0,48.0,23.0,12.0,321,Low
EOS-00798,Dell Ultrawide Monitor A764,Monitor,Dell,1219.1,4.6,60.0,77.0,0.0,12.0,405,Medium
EOS-00799,Apple Drawing Tablet J512,Tablet,Apple,778.79,4.2,61.0,109.0,9.0,24.0,460,Medium
EOS-00800,Amazfit Smartwatch Q824,Smartwatch,Amazfit,266.74,4.3,230.0,196.0,14.0,24.0,418,Medium
EOS-00801,GoPro DSLR Camera L975,Camera,GoPro,396.44,3.9,403.0,175.0,43.0,12.0,500,Medium
EOS-00802,Sony Vlogging Camera S836,Camera,Sony,1531.97,4.6,31.0,97.0,22.0,12.0,582,Medium
EOS-00803,Nintendo Handheld Console E656,Gaming Console,Nintendo,353.52,3.8,6.0,117.0,30.0,12.0,366,Low
EOS-00804,Lenovo 2-in-1 Laptop A259,Laptop,Lenovo,1088.51,4.5,21.0,96.0,26.0,24.0,701,High
EOS-00805,LG Mini LED TV F403,TV,LG,768.55,4.4,37.0,137.0,27.0,,591,Medium
